"ICM_PML_Bv6..PML_39_2003_01_13" "ICM_PML_Bv6..PML_40_2003_03_31" "ICM_PML_Bv6..PML_41_2003_04_28" "ICM_PML_Bv6..PML_42_2003_05_26" "ICM_PML_Bv6..PML_43_2003_06_09" "ICM_PML_Bv6..PML_44_2003_07_07" "ICM_PML_Bv6..PML_45_2003_07_21" "ICM_PML_Bv6..PML_46_2003_08_04" "ICM_PML_Bv6..PML_47_2003_08_25" "ICM_PML_Bv6..PML_48_2003_09_29" "ICM_PML_Bv6..PML_49_2003_10_06" "ICM_PML_Bv6..PML_50_2003_12_08" "ICM_PML_Bv6..PML_51_2004_03_01" "ICM_PML_Bv6..PML_52_2004_03_15" "ICM_PML_Bv6..PML_53_2004_05_03" "ICM_PML_Bv6..PML_54_2004_05_31" "ICM_PML_Bv6..PML_55_2004_06_14" "ICM_PML_Bv6..PML_56_2004_06_21" "ICM_PML_Bv6..PML_57_2004_07_26" "ICM_PML_Bv6..PML_58_2004_08_23" "ICM_PML_Bv6..PML_59_2004_10_04" "ICM_PML_Bv6..PML_60_2004_10_25" "ICM_PML_Bv6..PML_61_2004_12_06" "ICM_PML_Bv6..PML_62_2004_12_20" "ICM_PML_Bv6..PML_63_2005_01_24" "ICM_PML_Bv6..PML_64_2005_02_28" "ICM_PML_Bv6..PML_65_2005_04_18" "ICM_PML_Bv6..PML_66_2005_05_04" "ICM_PML_Bv6..PML_67_2005_06_06" "ICM_PML_Bv6..PML_68_2005_06_20" "ICM_PML_Bv6..PML_69_2005_07_25" "ICM_PML_Bv6..PML_70_2005_08_15" "ICM_PML_Bv6..PML_71_2005_09_19" "ICM_PML_Bv6..PML_72_2005_10_17" "ICM_PML_Bv6..PML_73_2005_11_15" "ICM_PML_Bv6..PML_74_2005_12_05" "ICM_PML_Bv6..PML_75_2006_01_03" "ICM_PML_Bv6..PML_76_2006_03_06" "ICM_PML_Bv6..PML_77_2006_03_20" "ICM_PML_Bv6..PML_78_2006_04_11" "ICM_PML_Bv6..PML_79_2006_05_04" "ICM_PML_Bv6..PML_80_2006_06_06" "ICM_PML_Bv6..PML_81_2006_06_27" "ICM_PML_Bv6..PML_82_2006_07_17" "ICM_PML_Bv6..PML_83_2006_08_22" "ICM_PML_Bv6..PML_84_2006_09_12" "ICM_PML_Bv6..PML_85_2006_10_30" "ICM_PML_Bv6..PML_86_2006_12_12" "ICM_PML_Bv6..PML_0001_2007_02_16" "ICM_PML_Bv6..PML_0002_2007_03_07" "ICM_PML_Bv6..PML_0003_2007_03_26" "ICM_PML_Bv6..PML_0004_2007_04_23" "ICM_PML_Bv6..PML_0005_2007_05_08" "ICM_PML_Bv6..PML_0006_2007_06_04" "ICM_PML_Bv6..PML_0007_2007_06_25" "ICM_PML_Bv6..PML_0008_2007_07_30" "ICM_PML_Bv6..PML_0009_2007_08_20" "ICM_PML_Bv6..PML_0010_2007_09_29" "ICM_PML_Bv6..PML_0011_2007_10_25" "ICM_PML_Bv6..PML_0012_2007_12_12" "ICM_PML_Bv6..PML_0017_2008_02_20" "ICM_PML_Bv6..PML_0018_2008_03_05" "ICM_PML_Bv6..PML_0019_2008_03_17" "ICM_PML_Bv6..PML_0020_2008_04_21" "ICM_PML_Bv6..PML_0021_2008_05_06" "ICM_PML_Bv6..PML_0022_2008_06_02" "ICM_PML_Bv6..PML_0023_2008_06_23" "ICM_PML_Bv6..PML_0024_2008_07_21" "ICM_PML_Bv6..PML_0025_2008_08_20" "ICM_PML_Bv6..PML_0026_2008_09_22" "ICM_PML_Bv6..PML_0027_2008_10_27" "ICM_PML_Bv6..PML_0028_2008_12_08"
"Bacteria;Acidobacteria;Holophagae;order_NA;family_NA;genus_NA" 8.32385338919564e-05 0 0.000135438957661782 0 0 0.000630309673883256 0.000108994795498515 0 0.000461555169417897 5.47285464098074e-05 0.000109415175884895 0.0003918714661591 0 0 8.11073861793014e-05 0 0 0.000190657769304099 0.00029935231045556 0 0.000277569600577345 0.000167158856633421 0.00016928589566346 0.000343928233641913 0.00096440469928108 0.000192482195396926 0.000192445153131358 0.000119125617964143 0.00014339384553615 0 0.00239438557864318 0.000626634699215344 0.000111585348843697 0.000194374253741704 5.77700751010976e-05 0.000117987139401805 0.000341666192130289 0 0 0.000192101868876753 0 0 0.000164253059213228 0 0.000190673349313576 0 0.00014107157971955 0.000349416183792913 0.00015236470014627 0.000208955223880597 0.000112466962829669 0 8.31923684867308e-05 0 0 0 0 0 0.000172117039586919 0 0.000277200277200277 0.000288733614367385 0.000277008310249308 0 9.15136355316942e-05 0 0 0 0.0002511861568518 0.00024740227610094 0.000495626822157434 0.000145458776982603
"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Fluviicola" 0.0021087095252629 0.00218968112768578 0.000270877915323564 0.00189856251695145 0.00729827988496392 0.00134283365305563 0.00264312379083899 0.00109439124487004 0.000760208514335361 0.00290061295971979 0.00210624213578423 0.00100766948440911 0.00236653824986241 0.000850060326861906 0.000216286363144804 0.00051498888708191 0.000298775022408127 0.00490262835353398 0.00555162466663038 0 0.00524606545091182 0.00799576530896529 0.00378071833648393 0.00140437362070448 0.000759834005494184 0.00164984738911651 0.000384890306262715 0.000982786348204181 0.000716969227680748 0.0134976020217685 0.00178890876565295 0.00190714908456844 0.0017295729070773 0.00463721433926638 0.00164644714038128 0.00227125243348475 0.000512499288195433 0.00250336992104756 0.001105216622458 0.00194846181289278 0.000271142322605135 0.000526826563149868 0.00172465712173889 0.000605310221488513 0.00307801263891915 0.00414038402756551 0.0117935840645544 0 0.00545465626523647 0.0051044776119403 0.00202440533093404 0.000748835145329487 0.000831923684867308 0.00775058782548115 0.00497769557175498 0.0127762907364994 0.00160128102481986 0.00153563495763293 0.000172117039586919 0.000137885389664111 0.00202356202356202 0.00531269850435988 0.015207756232687 0.00161998901702361 0.00350802269538161 0.00920911564999862 0.00757096054841285 0.00579397313186969 0.00854032933296121 0.00107207652977074 0.00119533527696793 0.00189096410077384
"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;Owenweeksia" 0.00280236397436253 0.00183385794443684 0.0202887558577349 0.00336316788717114 0.00385262358239731 0.0185804329953412 0.00356957955257636 0.000848153214774282 0.0102628149435274 0.0289514010507881 0.00875321407079162 0.00240721043497733 0.000880572372041827 0.00120653723812658 0.00859738293500595 0.0353173957825121 0.00263465247032621 0.0118480185210404 0.0135524955097153 0.00771483275143597 0.00727232353512643 0.00688137293140915 0.00355500380893265 0.00212089077412513 0.00327313110059033 0.00283223801798334 0.00549843294661022 0.0248972541545059 0.00972210272735094 0.00519801269348956 0.00489885785055731 0.0173278116826504 0.0308812452924931 0.0062755116208036 0.00427498555748122 0.0167541737950563 0.00193610842207164 0.00616214134411708 0.00395114942528736 0.0119103158703587 0.0046094194842873 0.027894080133093 0.00224479180924745 0.00297152290548906 0.0332044018304642 0.0151999333092506 0.0070817933019214 0.0208776169816265 0.0116711360312043 0.0195223880597015 0.00413316088399033 0.0107333037497227 0.00415961842433654 0.00545734273854103 0.0196659775867697 0.0181296393388339 0.0168686673476712 0.0145611100446979 0.00372920252438325 0.0130439578622249 0.00246708246708247 0.00643875960039268 0.00626038781163435 0.0392641405820977 0.0200719907266183 0.0184182312999972 0.0254934889739284 0.0533102331790167 0.0377895618197042 0.00503051294738578 0.0160349854227405 0.00488741490661547
"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae;genus_NA" 0.000166477067783913 0.000739017380593951 0.00503832922501828 0.00279359913208571 0.000298442671875848 0.0016168813373527 0.000844709665113491 8.20793433652531e-05 0.00103171155516942 0.00123139229422067 0.00021883035176979 0.000139954095056821 0.000412768299394606 0.000164527805199079 0.00121661079268952 0 0 0 0 0.00301272665840748 0.00505176673050767 0.00300885941940157 0.00104392968992467 0.000716517153420653 0.000204570693786896 0.000192482195396926 0.000274921647330511 0.00405027101078087 0.000286787691072299 8.61549065219264e-05 0.000302738406495115 0 0.000725304767484029 0.00547024685530225 0 0 0.000170833096065144 0 0.00013815207780725 0.00186613244051703 0 0.00515735477609871 0 0 0.000680976247548486 0.0018617834217912 0.00485286234235251 0.000174708091896456 0.000518039980497318 0.000626865671641791 0.000309284147781589 0.000748835145329487 0.00646127395246943 0.00089988098348283 0.000625612011750626 0.000579486188912498 0.00461058501973993 0.000658129267556969 0.00114744693057946 0.00631515084661629 0 0.00141479471040018 0.000858725761772853 0.00307523338824822 0.00424013177963517 0.00230915138686533 0 0.00011360731631117 0.000418643594753 0.000109956567155973 0.00075801749271137 0.0039564787339268
"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Actibacter" 0 0.000191597098672506 0 0.0010035259018172 0.000678278799717836 0.00578240613866813 0.0017984141257255 0.000848153214774282 0.00507710686359687 0.000437828371278459 0.000519722085453252 0.000279908190113643 0 0 0.000621823294041311 0.00718273974087928 0.00146671374636717 0.00130736756094239 0.000108855385620204 0.00106994030859331 0.000471868320981486 0.000724355045411489 0.00022571452755128 0.000171964116820957 2.92243848266994e-05 0 0.000384890306262715 0.0024122937637739 0.00146261722446873 0.0074954768674076 0.000440346773083804 0 0.000613719418640333 0.000860800266570405 0.000115540150202195 0.000324464633354964 5.69443653550481e-05 0 0.000414456233421751 0.00164658744751503 0.000704970038773352 0.00937196728129766 0.000848640805935011 0.00316412161232632 0.000190673349313576 0.00650234807013644 0.000451429055102559 0 0 0 0 8.32039050366097e-05 8.31923684867308e-05 0.0020610177363639 0.00157763029050158 0.00107618863655178 0.000690207338284421 0.000137110264074369 0.000172117039586919 0 0 0 0.000581717451523546 0.00109829763866008 0.000823622719785248 0.0067350248783572 0.00338628417256284 0.00971342554460507 0.00139547864917667 0.000109956567155973 0.000670553935860058 0
"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium" 8.32385338919564e-05 0.000191597098672506 0 0 0 0.000191833379007947 0 8.20793433652531e-05 0 5.47285464098074e-05 0 0 0 0 0 0 0 0 0.000108855385620204 0 0.000277569600577345 8.35794283167103e-05 0.000338571791326919 0.000544553036599696 0.000204570693786896 0 0.000192445153131358 0.000655190898802788 0.00131922337893258 0.000258464719565779 0 0.000326939843068875 0.000111585348843697 8.33032516035876e-05 0.000317735413056037 0.00238923957288656 0.000170833096065144 8.25286787158538e-05 5.52608311229001e-05 0.000192101868876753 0.000976112361378488 0.000166366283099958 0 0 0 5.55756245310807e-05 8.46429478317298e-05 0.00198002504149317 0.000883715260848367 0.00367164179104478 0.00101220266546702 8.32039050366097e-05 0.000138653947477885 0 0 0.000137972902122023 0 5.48441056297474e-05 0 0.000358502013126689 0.000443520443520443 0.000548593867298031 0.000277008310249308 0.00071389346512905 0.000335549996949545 0 0.000770861437656581 0 0.000362824448785934 0.000109956567155973 0 0.000145458776982603
"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Formosa" 0 0 0 0.0238676430702468 0.00127516414346953 0.00153466703206358 0.00452328401318837 0.00210670314637483 0.00038010425716768 0.000437828371278459 0.00035559932162591 5.59816380227285e-05 5.50357732526142e-05 0 8.11073861793014e-05 0.00577329647097089 0.000869163701550914 0.0124199918289527 0.00029935231045556 0.000225250591282802 0 8.35794283167103e-05 0 0 0 0 0 0 0.0045025667498351 0.00637546308262256 0.00564194303013623 0.00158020924149956 0.000502134069796636 0 0 0 0 0 0.00019341290893015 0.00614725980405609 0.0103576367235162 0.00784694301954804 0.00104026937501711 0.00198101527032604 0.001797777293528 8.3363436796621e-05 0 8.73540459482282e-05 0 0 0.000112466962829669 0 0.000138653947477885 0.0193909837731139 0.00813295615275813 0.00441513286790474 0.000303691228845145 0 0 0.000137885389664111 0.000138600138600139 0 0 0.00071389346512905 0.00591788176438289 0.0623195975479011 0.000302838421936514 0.00945780908290494 0.000195367010884733 0 0 0
"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Lutibacter" 8.32385338919564e-05 0 0 0.000786547328451315 0 0.000191833379007947 0 8.20793433652531e-05 8.14509122502172e-05 5.47285464098074e-05 5.47075879424476e-05 0 0 0 0 0.000108418713069876 0 0.000190657769304099 0.000108855385620204 0.00106994030859331 0.000388597440808283 8.35794283167103e-05 5.64286318878199e-05 0 0.000175346308960196 0 0 0.000327595449401394 0.000716969227680748 0.000344619626087706 0 0.000163469921534438 0.000111585348843697 0.000194374253741704 0 0.000442451772756769 5.69443653550481e-05 0.000247586036147561 0 0.000192101868876753 0.000271142322605135 0.000110910855399972 0.000355881628295327 0 0.000408585748529091 8.3363436796621e-05 0.00014107157971955 0.00160149084238418 0.000731350560702097 0.000417910447761194 0 0.000804304415353894 0.000221846315964616 0 0.000136002611250136 0.00102099947570297 0.0126169901438392 0.00180985548578167 0.00226620768789443 0.0161050135127682 0 0.000288733614367385 0.000138504155124654 0 0 0 0 0.000880456701411571 0.000111638291934133 0 0 0
"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Polaribacter" 0 0 0 0.000461079468402495 0.000488360735796842 0.00126061934776651 0.000108994795498515 0 8.14509122502172e-05 0.000191549912434326 0.00021883035176979 0.00019593573307955 0.000110071546505228 0 0.000405536930896507 0.000758930991489131 0.00013580682836733 0.000190657769304099 0.000625918467316171 0.00129519089987611 0 0.000780074664289296 0.000282143159439099 0.000343928233641913 0.000116897539306798 0 0.000659811953593226 0.00119125617964143 0.000716969227680748 0.000545647741305534 0 0.000326939843068875 0.000306859709320166 5.55355010690584e-05 0.000375505488157135 0.000855406760663088 0.000113888730710096 0.000357624274435366 0.0002763041556145 0.00126238370976152 0.000569398877470784 0.000748648273949813 0.000164253059213228 0 0.000190673349313576 0.012032122710979 0.00022571452755128 0.000436770229741141 0.00045709410043881 0.000805970149253731 0.000618568295563178 0.000526958065231862 0.000305038684451346 0.00165461987285553 8.16015667500816e-05 0.00035872954551726 0.000441732696502029 0.00180985548578167 0.00057372346528973 0.000854889415917489 0.000277200277200277 0.000433100421551077 0.000415512465373961 0.00271828665568369 0.00201329998169727 0.00230915138686533 0.000770861437656581 0.00011360731631117 0.000976835054423667 0 0.000116618075801749 0.000640018618723454
"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Tenacibaculum" 0 0 0 0.00010848928668294 0 8.22143052891203e-05 0 0.000410396716826265 8.14509122502172e-05 0.000903021015761821 0.00079326002516549 0 0 0 0 0 0 0 0 0.000422344858655254 0.000277569600577345 0.000250738284950131 0.00011285726377564 0.00123240950388352 8.76731544800982e-05 0 0 0.00184644707844422 0.000573575382144598 0.000172309813043853 0 0.000163469921534438 0.00153429854660083 0.000444284008552467 5.77700751010976e-05 0.000206477493953159 8.54165480325722e-05 8.25286787158538e-05 0 0 0 0 0 0 0.000108956199607758 8.3363436796621e-05 8.46429478317298e-05 0.00081530442885013 0.000670404680643588 0.00152238805970149 0.000393634369903841 0.000138673175061016 8.31923684867308e-05 0.00116113675288107 0 8.27837412732139e-05 0.000220866348251015 0.000274220528148737 0.000172117039586919 0.000275770779328222 0 0.000288733614367385 0 0.000356946732564525 0.00115917271673479 0 0.000165184593783553 0.000255616461700133 0.000418643594753 0.000109956567155973 0 0
"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Ulvibacter" 8.32385338919564e-05 0.000191597098672506 0.000270877915323564 0.00382424735557364 0.00276737750284877 0.00315154836941628 0.000517725278617946 0.000328317373461012 0.00019005212858384 0.00051992119089317 0.000519722085453252 0.000139954095056821 0.000110071546505228 0.000164527805199079 0.00354168919649616 0.00333387542689868 0.00103213189559171 0.000571973307912297 0.00492570619931421 0.00106994030859331 0.000860465761789769 0.000473616760461358 0.00016928589566346 0.000544553036599696 2.92243848266994e-05 0.000192482195396926 0.0130037939187332 0.0106915242122819 0.024692420201325 0.00313029493696333 0.00104582358607403 0.000326939843068875 0.000502134069796636 8.33032516035876e-05 0.000202195262853842 0 2.84721826775241e-05 0 0.000331564986737401 0.00233266555064629 0.00992380900734796 0.00701511160404825 0.000355881628295327 0.000385197413674508 0.000680976247548486 0.000222302498124323 0.00014107157971955 8.73540459482282e-05 0.000731350560702097 0.000805970149253731 0.000112466962829669 0.0160860883070779 0.000915116053354039 0.0201457226624866 0.00242084648025242 0.00849913077071663 0.0610971535849369 0.0141772013052897 0.00820424555364314 0.0625723898295737 0 0.000288733614367385 0.000415512465373961 0.0182866556836903 0.00939539991458727 0.00459081287626797 0.000605676843873028 0.00352182680564628 0.000558191459670667 0.000714717686513827 0 0
"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Winogradskyella" 8.32385338919564e-05 0 0 0.00010848928668294 0.00108524607954854 0.00134283365305563 0.000517725278617946 0.00125854993160055 0.00019005212858384 0.000383099824868651 0.000273537939712238 0 0 0 0 0.00100287309589635 0.00190129559714262 0.00187934086885469 0.000217710771240407 0.000844689717310508 0.000277569600577345 8.35794283167103e-05 0.00016928589566346 0 2.92243848266994e-05 0.0001099898259411 0.000384890306262715 0.00208469831437251 0.000573575382144598 0.00218259096522214 0 0 0.000613719418640333 0 0 0 2.84721826775241e-05 0 0 0.000384203737753506 0 0.000221821710799945 0 0 0.000408585748529091 8.3363436796621e-05 8.46429478317298e-05 0.000349416183792913 0.00103607996099464 8.95522388059702e-05 0.000309284147781589 0.000138673175061016 8.31923684867308e-05 0.0136143284275306 0.00641932325100642 0.00333894423135296 0.000911073686535435 0.000191954369704116 0.000315547905909352 0.000137885389664111 0.000138600138600139 0.000144366807183692 0 0.000549148819330038 0.000488072722835703 0.000357368667014872 0 0.0019029225482121 0.000418643594753 0.000109956567155973 5.83090379008746e-05 0
"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;genus_NA" 0.0111539635415222 0.0597782947858218 0.0310426090960804 0.056604285326824 0.0364371371208422 0.1224171005755 0.054824382135753 0.0183857729138167 0.0620384448305821 0.0837346760070053 0.0430001641227638 0.0194256283938868 0.0096862960924601 0.012449270593397 0.0495836487509463 0.17937876077411 0.0754542738408887 0.0683099550592401 0.0808523376694062 0.0476405000563127 0.0291170511005635 0.0543266284058617 0.0288632452106199 0.0402396033361039 0.0221228593138114 0.0338493689333737 0.0481387804475724 0.103311692179403 0.201927213284006 0.157950661956865 0.0346773083803495 0.134154315605928 0.0810667559349457 0.0555077333185239 0.0183997689196996 0.0449236033272373 0.0144069244348272 0.0434100850045391 0.0479111405835544 0.118636625593458 0.0387462379002739 0.16109801746846 0.0300583098360207 0.0444903012794057 0.0745532795816082 0.169227776697141 0.0471743362582174 0.0207902629356783 0.0534495368113116 0.0767462686567164 0.0191193836810437 0.10561349012647 0.0518288455672333 0.0972452030537897 0.0742302252203242 0.111537294075444 0.236906766792745 0.257712452354183 0.0833333333333333 0.243229827367492 0.0285516285516286 0.0374198764220131 0.0716620498614958 0.146403075233388 0.0449636995912391 0.131924017923413 0.173664069597776 0.220284586327359 0.117248116103824 0.0359283083182143 0.0087463556851312 0.0145458776982603
"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;family_NA;genus_NA" 0.00396770344884992 0.0182290953879841 0.0193948587371672 0.0247626796853811 0.0172825438168105 0.0318169361468896 0.00746614349164827 0.00221614227086183 0.0233492615117289 0.024709938704028 0.0178073198752667 0.00831327324637519 0.00528343423225096 0.00614237139409894 0.0131664323564399 0.0190545888220307 0.016025205747345 0.0256026147351219 0.0463723942742067 0.0053778578668769 0.0151275432314653 0.0180252967069705 0.0105521541630223 0.0106331145567625 0.0049389210357122 0.00615943025270162 0.00948479683290262 0.0167073679194711 0.0540021222289139 0.0527842393957669 0.00668776661621027 0.0205154751525719 0.0381342929673334 0.0252131174853525 0.00444829578278452 0.00852457082178043 0.00404304994020842 0.00797777227586586 0.0151414677276746 0.00965997969208815 0.0113337490848947 0.0420629419104395 0.00892441621725205 0.00775897647544367 0.0332044018304642 0.0444604996248645 0.0111728691137883 0.00637684535422066 0.0130119453924915 0.00653731343283582 0.0155766743519091 0.013922786776126 0.0210199384376473 0.0344277047229237 0.0168915243172669 0.0358453599713016 0.0303967311780459 0.0443688814544657 0.0162650602409639 0.0323479124152005 0.0117532917532918 0.00716059363631114 0.0226038781163435 0.0390993959362987 0.0453602586785431 0.02674767023119 0.0421771329460672 0.0917379079212701 0.0327100195367011 0.012590026939359 0.00262390670553936 0.009163902949904
"Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae;Filimonas" 0.00396770344884992 0.00656904338305734 0 0.00593978844589097 0.00108524607954854 0.000191833379007947 0.00242513419984196 0 8.14509122502172e-05 0.000711471103327496 0.001832704196072 0.00523428315512512 0.00753990093560815 0.0037567182187123 0.00348761760570996 0.000704721634954193 0.00263465247032621 0.000953288846520496 0.000217710771240407 0.000844689717310508 0.00630082993310573 0.00220092494567337 0.00502214823801597 0.00229285489094609 0.00239639955578935 0.0067368768388924 0.00456369934568648 0.00142950741556972 0.00318334337090252 0.00183797133913443 0.00134856199256915 0.000490409764603313 0.00440762127932602 0.00297114930719462 0.0011842865395725 0.000855406760663088 0.00190763623939411 0.00640972738026464 0.00328801945181256 0.000987952468509015 0.000406713483907703 0.00141411340634965 0.00273755098688713 0.000192598706837254 0.00108956199607758 0.000138939061327702 0.00493750529018424 0.00142678275048773 0.000975134080936129 0.00101492537313433 0.00202440533093404 0.000305080985134236 0.00432600316131 0.000174170512932161 0.00291045588075291 0.000883026573580949 8.28248805941305e-05 5.48441056297474e-05 0.000889271371199082 0.0004963874027908 0.00363132363132363 0.00505283825142923 0.00199445983379501 0.000192202086765513 0 0.00107210600104462 0.0014040690471602 0.00011360731631117 0.000725648897571867 0.00178679421628457 5.83090379008746e-05 0.00206551463315296
"Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Saprospiraceae;genus_NA" 0.000166477067783913 0 0.000379229081452989 0.00010848928668294 0.00179065603125509 0.00630309673883256 0.00430529442219134 0.000328317373461012 0.00019005212858384 0.000328371278458844 0.00035559932162591 0 5.50357732526142e-05 0 8.11073861793014e-05 0.000352360817477097 0 0.00187934086885469 0.000408207696075763 0.00149228516724856 0.000471868320981486 0.00103081294923943 5.64286318878199e-05 0.000171964116820957 0.00192880939856216 0 0 0.000536065280838644 0.00174940491554102 0.00614571666523075 0.00178890876565295 0.000326939843068875 0.000613719418640333 0.000194374253741704 0 0.000117987139401805 0.000427082740162861 0.000165057357431708 5.52608311229001e-05 0.000576305606630259 0.000271142322605135 0.00684874532094829 0.00153302855265679 0.000990507635163021 0.000299629548921334 0.000389029371717565 0.00014107157971955 0.000349416183792913 0.000213310580204778 0.000626865671641791 0.000309284147781589 0.00266252496117151 0 0.0103050886818195 0.000897617234250898 0.00347691713347499 0.00242952983076116 0.00159047906326268 0.00057372346528973 0.00468810324857978 0.000582120582120582 0.000144366807183692 0.000277008310249308 0.000549148819330038 0.00390458178268562 0.000879676718805839 0.00200974589103323 0.019029225482121 0.0017583030979626 0.000852163395458794 0.00428571428571429 0.00110548670506778
"Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;family_NA;genus_NA" 0.000166477067783913 0 0.000270877915323564 0.00021697857336588 0.000189918063920994 0.000274047684297068 0.000108994795498515 0 8.14509122502172e-05 0.000383099824868651 0.00035559932162591 0.000139954095056821 0 0 8.11073861793014e-05 0.000108418713069876 0 0 0.000108855385620204 0.00106994030859331 8.32708801732034e-05 8.35794283167103e-05 0.00016928589566346 0.000171964116820957 0.000292243848266994 0.0001099898259411 0 0.000327595449401394 0.000286787691072299 0.000488211136957583 0 0 0.000111585348843697 5.55355010690584e-05 0 0.000530942127308123 0.00014236091338762 8.25286787158538e-05 0 0 0.000135571161302568 0.000110910855399972 0.000164253059213228 0 0 8.3363436796621e-05 0.00014107157971955 0.000174708091896456 6.0945880058508e-05 0.000507462686567164 0.00019681718495192 0 0.000221846315964616 0.00330923974571105 0 0.000137972902122023 0.000386516109439276 0.000274220528148737 8.60585197934596e-05 0.000358502013126689 0 0 0.000138504155124654 0 0.00201329998169727 0.00142947466805949 0.000302838421936514 0.000369223778011304 0.000111638291934133 0 0.000495626822157434 0.00046546808634433
"Bacteria;Bacteroidetes;class_NA;order_NA;family_NA;genus_NA" 0.000943370050775506 0.000739017380593951 0.000270877915323564 0.00021697857336588 0.00149221335937924 0.00117840504247739 0.00114444535273441 0.000328317373461012 0.00838944396177237 0.00210704903677758 0.00136768969856119 0.0003918714661591 0.000165107319757843 0.000329055610398157 0.000135178976965502 0 0.00013580682836733 0.000762631077216397 0.000517063081695967 0.00106994030859331 0.00280345296583118 0.00206162589847885 0.00115678695370031 0.000544553036599696 0.000847507159974283 0.000494954216734952 0.000192445153131358 0.000774316516766931 0.000286787691072299 0.00198156285000431 0.000880693546167607 0.00190714908456844 0.000613719418640333 0.0011384777719157 0.00144425187752744 0.000855406760663088 0.000968054211035818 0.00156804489560122 0.000552608311229001 0.00118005433738577 0.000135571161302568 0.00141411340634965 0.000684387746721783 0 0.0020701677925474 0.00444604996248645 0.00160821600880287 0.0013394287045395 0.00118844466114091 0.00429850746268657 0.000506101332733509 0.000887508320390504 0.000388231052938077 0.000667653632906616 0.00048960940050049 0.00182124230801071 0.00491427624858507 0.00213892011956015 0.00154905335628227 0.00887981909436876 0.000138600138600139 0.000837327481665415 0.00171745152354571 0.000549148819330038 0.00042706363248124 0.00123704538582071 0.00200974589103323 0.00656082251697009 0.00237231370360033 0.00156688108197262 0.000553935860058309 0.00349101064758248
"Bacteria;Cyanobacteria;Chloroplast;order_NA;family_NA;genus_NA" 0.141782969395966 0.154947310797865 0.169136170328033 0.298074315161378 0.0182592652884041 0.032995341189367 0.0763781029455844 0.000246238030095759 0.0316301042571677 0.154471322241681 0.112342031839816 0.1068969378044 0.180820033021464 0.0794943512120215 0.14318157240186 0.109421586165772 0.24692397533748 0.0858232330110309 0.0532574974146846 0.0675751773848406 0.204374496905099 0.138351813673594 0.110430832604463 0.0966151729672408 0.111987842655912 0.0884868149696153 0.439022378622093 0.308058848055274 0.139952393243282 0.134171907756813 0.305628182193477 0.0560974280732345 0.167852260998131 0.140143836947769 0.0739745811669555 0.0561618783552593 0.103126245657992 0.138318065527771 0.0729719274977896 0.400257965366777 0.401019495132995 0.143657285456814 0.108051137452435 0.0901637089008117 0.150386794508608 0.0332064356573207 0.11076940439579 0.0725038581370294 0.216053144807411 0.189910447761194 0.444216386436484 0.462724650543599 0.405396411635839 0.0620047026038492 0.313404417364813 0.17961312398245 0.0715330885397974 0.162612773192201 0.14104991394148 0.0367326678065192 0.177408177408177 0.383582606687071 0.343102493074792 0.202883031301483 0.130376426087487 0.183632515050719 0.0794262588442585 0.124258002215343 0.20513536142897 0.292841827478146 0.0424198250728863 0.124541804852505
